TTDTargetID	Target_Name	Indication	症状	ICD9	ICD10
T20709	Muscarinic acetylcholine receptor M4	Mydriasis diagnosis	瞳孔散大诊断	379.43	H57.0
T20709	Muscarinic acetylcholine receptor M4	Nausea; Vomiting; Emesis	恶心;呕吐呕吐	"787, 787.0"	R11
T20710	Interleukin-2 receptor	Advanced non-small cell lung cancer	晚期非小细胞肺癌	162	C33-C34
T20710	Interleukin-2 receptor	Leukemia; Lymphoma	白血病;淋巴瘤	"202.8, 204-208"	"C81-C86, C91-C95"
T20761	Vascular endothelial growth factor A	Adult primary hepatocellular carcinoma	成人原发性肝细胞癌		C22
T20761	Vascular endothelial growth factor A	Breast cancer	乳腺癌	"174, 175"	C50
T20761	Vascular endothelial growth factor A	Cancer	癌症	140-229	C00-C96
T20761	Vascular endothelial growth factor A	Colorectal cancer	大肠癌	"153, 154"	C18-C21
T20761	Vascular endothelial growth factor A	Exudative age-related macular degeneration	渗出性年龄相关性黄斑变性	362.5	H35.3
T20761	Vascular endothelial growth factor A	Lateral sclerosis	侧索硬化		G12.2
T20761	Vascular endothelial growth factor A	Lymphoma; Non-hodgkin's lymphoma	淋巴瘤非霍奇金淋巴瘤	"200, 202, 202.8"	"C81-C86, C82-C85"
T20761	Vascular endothelial growth factor A	Macular degeneration	黄斑变性	362.5	H35.3
T20761	Vascular endothelial growth factor A	Metastatic breast cancer	转移性乳腺癌		C50
T20761	Vascular endothelial growth factor A	Non-small cell lung cancer	非小细胞肺癌		C33-C34
T20761	Vascular endothelial growth factor A	Non-small cell lung cancer; Metastatic colorectal cancer	非小细胞肺癌；转移性结直肠癌	"153, 154"	"C33-C34, C18-C21"
T20761	Vascular endothelial growth factor A	Recurrent squamous cell carcinoma of the hypopharynx	下咽部复发性鳞状细胞癌		D37
T20761	Vascular endothelial growth factor A	Solid tumours	实体瘤	"140-199, 210-229"	C00-D48
T20796	Reactive oxygen species	Amyotrophic lateral sclerosis	肌萎缩性侧索硬化	335.2	G12.2
T20796	Reactive oxygen species	Asthma	哮喘		J45
T20808	Isocitrate dehydrogenase (IDH2)	Acute myeloid leukemia	急性粒细胞白血病	205	C92.0
T20891	3-phosphoinositide dependent protein kinase-1	Cancer	癌症	140-229	C00-C96
T20891	3-phosphoinositide dependent protein kinase-1	Lymphoma	淋巴瘤	"202.8, 208.9"	C81-C86
T20958	Neuropeptide S receptor	Neurological disease	神经系统疾病	"338, 338.2, 410, 782.3,780"	"I21, I22, R52, R52.1-R52.2, R60.9, G89"
T20978	T-cell surface glycoprotein CD8	Cancer	癌症	140-229	C00-C96
T20978	T-cell surface glycoprotein CD8	Human immunodeficiency virus infection	人类免疫缺陷病毒感染	279.3	B20-B26
T20978	T-cell surface glycoprotein CD8	Influenza virus	流感病毒		J11.1
T21291	Plasmodium apical membrane protein	Malaria	疟疾		B54
T21307	MAPKAP kinase 2	Autoimmune diabetes	自身免疫性糖尿病		E08-E13
T21307	MAPKAP kinase 2	Fibrosis	纤维化	709.2	L90.5
T21307	MAPKAP kinase 2	Inflammatory disease	炎性疾病	"140-229, 147, 173, 573.3, 710-719"	"C11, C44, K75.9, M00-M25"
T21312	Immune checkpoint	Solid tumours	实体瘤	"140-199, 210-229"	C00-D48
T21324	Isomerase	Angina pectoris	心绞痛	413	I20
T21324	Isomerase	Bronchodilator	支气管扩张剂	493	J45
T21334	Tumor necrosis factor ligand superfamily member 11	Bone metastases	骨转移	198.5	C79.51
T21334	Tumor necrosis factor ligand superfamily member 11	Bone metastases in prostate cancer	前列腺癌的骨转移	"185, 198.5"	"C61, C79.51"
T21334	Tumor necrosis factor ligand superfamily member 11	Osteoporosis	骨质疏松症	"733.0, V07.4"	"M80-M81, Z79.890"
T21334	Tumor necrosis factor ligand superfamily member 11	Postmenopausal osteoporosis	绝经后骨质疏松	733	M80-M81
T21334	Tumor necrosis factor ligand superfamily member 11	Rheumatoid arthritis	类风湿关节炎	"710-719, 714"	M05-M06
T21351	Nuclear receptor	Arthritis	关节炎	710-719	M00-M25
T21396	Bacterial 30S ribosome subunit	Advanced gum disease; Chronic periodontitis	晚期牙龈疾病；慢性牙周炎	"523.4, 523.5"	"K05.3, K05.4"
T21396	Bacterial 30S ribosome subunit	Bacterial infections	细菌感染	"001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104"	A00-B99
T21396	Bacterial 30S ribosome subunit	Diabetic foot ulcer	糖尿病足溃疡	707	L88-L89
T21434	Neuronal acetylcholine receptor subunit alpha-10	Neuropathic pain	神经性疼痛	"356.0, 356.8"	"G64, G90.0"
T21447	Glutamine receptor	Mucositis	黏膜炎		K92.81
T21532	Fungal cell membrane	Fungal infections	真菌感染	110-118	B35-B49
T21617	signal transduction pathway	Cancer	癌症	140-229	C00-C96
T21669	Glutathione S-transferase P	Myelodysplastic syndrome	骨髓增生异常综合症	238.7	D46
T21669	Glutathione S-transferase P	Solid tumours	实体瘤	"140-199, 210-229"	C00-D48
T21678	Alpha-galactosidase A	Fabry's disease	法布里氏病	272.7	E75.2
T21679	mRNA of Huntingtin protein	Huntington's disease	亨廷顿氏病	"294.1, 333.4"	"F02.2, G10"
T21689	Apolipoprotein E	Glaucoma	青光眼	365	H40-H42
T21689	Apolipoprotein E	Hyperlipidaemia	高脂血症	272.0-272.4	E78
T21782	Proliferating cell nuclear antigen	Retinal disorders	视网膜疾病		H30-H36
T21782	Proliferating cell nuclear antigen	Submental fat removal	去除皮下脂肪		"C00-C75, C7A, C7B, D10-D36, D3A"
T21865	P-selectin glycoprotein ligand 1	Acute coronary syndrome	急性冠状动脉综合征	444	I74
T21865	P-selectin glycoprotein ligand 1	Allergy	过敏	995.3	T78.4
T21890	Carcinoembryonic antigen	Breast cancer	乳腺癌	"174, 175"	C50
T21945	Sodium-dependent noradrenaline transporter	Attention deficit hyperactivity disorder	注意缺陷多动障碍	314	F90
T21945	Sodium-dependent noradrenaline transporter	Cancer pain	癌痛	"140-229, 338,780"	"R52, G89"
T21945	Sodium-dependent noradrenaline transporter	Depression	萧条	311	F30-F39
T21945	Sodium-dependent noradrenaline transporter	Depression; Anxiety disorder	萧条;焦虑症	"311, 300"	"F30-F39, F32, F40-F42"
T21945	Sodium-dependent noradrenaline transporter	Depression; Attention deficit hyperactivity disorder	萧条;注意缺陷多动障碍	"311, 314"	"F30-F39, F90"
T21945	Sodium-dependent noradrenaline transporter	Depression; Bipolar disorder	萧条;双相情感障碍	"311, 296.0, 296.1, 296.4, 296.5, 296.6, 296.7, 296.8, 300"	"F30-F39, F31, F40-F42"
T21945	Sodium-dependent noradrenaline transporter	Fatigue	疲劳		R53
T21945	Sodium-dependent noradrenaline transporter	Fibromyalgia	纤维肌痛	729.1	M79.7
T21945	Sodium-dependent noradrenaline transporter	Heart failure	心脏衰竭	428	I50
T21945	Sodium-dependent noradrenaline transporter	Heart failure diagnosis	心力衰竭诊断	428	I50
T21945	Sodium-dependent noradrenaline transporter	Major depressive disorder	严重抑郁症	"296.2, 296.3, 710.0"	"F32, F33, M32"
T21945	Sodium-dependent noradrenaline transporter	Neuroblastoma	神经母细胞瘤	"194.0, 194.5, 194.6, 227.0, 227.5, 227.6, 237.3, 255.6"	"C74.1, C74.9, C75.4, C75.5, D35.0, D35.5, D35.6, D44.6, D44.7"
T21945	Sodium-dependent noradrenaline transporter	Neuroendocrine cancer	神经内分泌癌		C7A
T21945	Sodium-dependent noradrenaline transporter	Obesity	肥胖	278	E66
T21945	Sodium-dependent noradrenaline transporter	Pain	疼痛	"338, 356.0, 356.8,780"	"G64, G90.0, R52, G89"
T21945	Sodium-dependent noradrenaline transporter	Unspecified	未指定		
T21960	Angiopoietin-2	Cancer	癌症	140-229	C00-C96
T21960	Angiopoietin-2	Colorectal cancer	大肠癌	"153, 154"	C18-C21
T21960	Angiopoietin-2	Solid tumours	实体瘤	"140-199, 210-229"	C00-D48
T22032	Parathyroid hormone receptor	Alopecia	脱发症	704.09	L65.9
T22032	Parathyroid hormone receptor	Endocrine disease	内分泌疾病		E00-E35
T22032	Parathyroid hormone receptor	Osteoporosis	骨质疏松症	"733.0, V07.4"	"M80-M81, Z79.890"
T22032	Parathyroid hormone receptor	Psoriatic disorder	银屑病	696	L40
T22032	Parathyroid hormone receptor	Unspecified	未指定		
T22050	Prostaglandin receptor	Diabetes	糖尿病	"253.5, 588.1"	"E23.2, N25.1"
T22050	Prostaglandin receptor	Skin infections	皮肤感染	680-709	L00-L99
T22095	Interleukin-17	Arthritis	关节炎	710-719	M00-M25
T22095	Interleukin-17	Asthma	哮喘		J45
T22095	Interleukin-17	Plaque psoriasis	斑块状牛皮癣		L00-L99
T22095	Interleukin-17	Psoriasis	银屑病	696	L40
T22095	Interleukin-17	Psoriatic arthritis	银屑病关节炎	696	"L40.5, M07"
T22095	Interleukin-17	Rheumatoid arthritis	类风湿关节炎	"710-719, 714"	M05-M06
T22095	Interleukin-17	Severe plaque psoriasis	严重斑块状牛皮癣		L40
T22118	Dopamine D1 receptor	Cocaine addiction	可卡因成瘾	304.2	F14.2
T22118	Dopamine D1 receptor	Cognitive disorders	认知障碍	"290-294, 294.0, 780.09, 780.9, 780.93"	"F01-F07, F04, F05, R41.3"
T22118	Dopamine D1 receptor	Dementia	痴呆	290-294	F01-F07
T22118	Dopamine D1 receptor	Excessive bleeding following childbirth and spontaneous or elective abortion	分娩和自然流产或选择性流产后出血过多		O04
T22118	Dopamine D1 receptor	Hypertension	高血压	401	I10-I16
T22118	Dopamine D1 receptor	Pain	疼痛	"338, 356.0, 356.8,780"	"G64, G90.0, R52, G89"
T22118	Dopamine D1 receptor	Parkinson's disease	帕金森氏病	332	G20
T22118	Dopamine D1 receptor	Psychiatric disorder	精神病	290-319	F01-F99
T22118	Dopamine D1 receptor	Psychotic disorders	精神病	290-299	F20-F29
T22118	Dopamine D1 receptor	Schizophrenia	精神分裂症	295	F20
T22118	Dopamine D1 receptor	Substance dependence	物质依赖		F10-F19
T22118	Dopamine D1 receptor	Type 2 diabetes	2型糖尿病	250	E11
T22118	Dopamine D1 receptor	Unspecified	未指定		
T22128	Glutamate decarboxylase 2	Type 1 diabetes	1型糖尿病	250	E10
T22158	Folate binding protein-E39	Endometrial cancer	子宫内膜癌	182	C54.1
T22212	Lowaffinity immunoglobulin gamma Fc region receptor II-A	Idiopathic thrombocytopenic purpura	特发性血小板减少性紫癜	287.31	D69.3
T22274	Histone deacetylase 6	Cancer	癌症	140-229	C00-C96
T22274	Histone deacetylase 6	Multiple myeloma	多发性骨髓瘤	203	C90
T22285	Glutamate [NMDA] receptor subunit epsilon 1	Dietary shortage	饮食不足	260-269	E40-E46
T22295	Staphylococus aureus 4 antigen	Major depressive disorder; Staphylococcal infection	严重抑郁症;葡萄球菌感染	"296.2, 296.3, 710.0, 001-139"	"F32, F33, M32, A00-B99"
T22302	Solute carrier family 12A5	Epilepsy	癫痫		G40
T22348	Bacterial DNA gyrase	Bacterial infections	细菌感染	"001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104"	A00-B99
T22348	Bacterial DNA gyrase	Chronic bronchitis	慢性支气管炎		J42
T22348	Bacterial DNA gyrase	Fungal infections	真菌感染	110-118	B35-B49
T22348	Bacterial DNA gyrase	Infections	传染病	001-139	A00-B99
T22348	Bacterial DNA gyrase	Infections disease	感染疾病		A00-B99
T22348	Bacterial DNA gyrase	Otitis media	中耳炎		H65-H67
T22348	Bacterial DNA gyrase	Pneumonia	肺炎		J12-J18
T22348	Bacterial DNA gyrase	Staphylococcus aureus infection	金黄色葡萄球菌感染		B95.6
T22348	Bacterial DNA gyrase	Unspecified	未指定		
T22350	Endoglin	Fallopian tube cancer; Peritoneal cancer; Macular degeneration; Ovarian cancer	输卵管癌；腹膜癌；黄斑变性;卵巢癌	"140-229, 183.2, 221.0, 362.5, 183"	"C57, D28, H35.3, C56"
T22415	Pseudomonas PcrV protein type III	Infections disease	感染疾病		A00-B99
T22484	LPS receptor	Septic shock	败血性休克	785.52	A41.9
T22583	Sodium/glucose cotransporter 2	Diabetes	糖尿病	"253.5, 588.1"	"E23.2, N25.1"
T22583	Sodium/glucose cotransporter 2	Type 1/2 diabetes	1/2型糖尿病	"250, 278"	E08-E13
T22583	Sodium/glucose cotransporter 2	Type 2 diabetes	2型糖尿病	250	E11
T22608	TNF alpha production	Peripheral vascular disease	周边血管疾病	443.9	I73.9
T22655	Mucosal addressin cell adhesion molecule 1	Ulcerative colitis; Inflammatory bowel disease	溃疡性结肠炎；炎症性肠病	"555, 556, 556.9"	"K50, K50-K52, K51"
T22658	Interleukin-8	Autoimmune diabetes	自身免疫性糖尿病		E08-E13
T22658	Interleukin-8	Melanoma	黑色素瘤	172	C43
T22778	Intracellular reductase	Diagnostic imaging	诊断影像	331	"G30, I73.9"
T22839	Elastase 1	Alpha-1 antitrypsin deficiency	Alpha-1抗胰蛋白酶缺乏症	273.4	E88.0
T22839	Elastase 1	Bronchitis	支气管炎		"J20-J21, J42"
T22839	Elastase 1	Chronic obstructive pulmonary disease	慢性阻塞性肺疾病	"490-492, 494-496"	"J40-J44, J47"
T22839	Elastase 1	Cystic fibrosis	囊性纤维化	277	E84
T22839	Elastase 1	Emphysema	气肿	492	J43
T22839	Elastase 1	Inflammatory disease	炎性疾病	"140-229, 147, 173, 573.3, 710-719"	"C11, C44, K75.9, M00-M25"
T22939	Progesterone receptor	Advanced breast carcinoma; Advanced endometrium carcinoma	晚期乳腺癌；晚期子宫内膜癌	"174, 175, 182.0"	"C50, C54.1"
T22939	Progesterone receptor	Cancer	癌症	140-229	C00-C96
T22939	Progesterone receptor	Contraception	避孕		Z30
T22939	Progesterone receptor	Endometrial cancer	子宫内膜癌	182	C54.1
T22939	Progesterone receptor	Endometriosis	子宫内膜异位症	617	N80
T22939	Progesterone receptor	Estrogen deficiency	雌激素缺乏		E28.39
T22939	Progesterone receptor	Female contraception	女性避孕		Z30
T22939	Progesterone receptor	Gynecological disorder	妇科疾病		N70-N98
T22939	Progesterone receptor	Hormonal contraceptives	激素避孕药		Z30
T22939	Progesterone receptor	Menstrual disorders	月经失调	626	N91-N95
T22939	Progesterone receptor	Osteoporosis	骨质疏松症	"733.0, V07.4"	"M80-M81, Z79.890"
T22939	Progesterone receptor	Premature labour	早产	"644, 765"	"O60.1, P07.3"
T22939	Progesterone receptor	Unspecified	未指定		
T22939	Progesterone receptor	Uterine fibroids	子宫肌瘤		D25
T22939	Progesterone receptor	Uterine leiomyoma	子宫平滑肌瘤	218.9	D25
T22977	Superoxide dismutase [Cu-Zn]	Dermatitis	皮炎	692.9	L20-L30
T22977	Superoxide dismutase [Cu-Zn]	Motor neurone disease	运动神经元病	335.2	G12.2
T22977	Superoxide dismutase [Cu-Zn]	Neurological disease	神经系统疾病	"338, 338.2, 410, 782.3,780"	"I21, I22, R52, R52.1-R52.2, R60.9, G89"
T22977	Superoxide dismutase [Cu-Zn]	Solid tumours	实体瘤	"140-199, 210-229"	C00-D48
T22978	TGF beta-3 ligand	Scar tissue	疤痕组织		L00-L99
T22995	Hepcidin	Anemia	贫血	280-285	D50-D64
T23003	MEK protein kinase	Breast cancer; Colon tumor; NSCLC	乳腺癌;结肠肿瘤；非小细胞肺癌		C50
T23003	MEK protein kinase	Cancer	癌症	140-229	C00-C96
T23003	MEK protein kinase	Colorectal cancer	大肠癌	"153, 154"	C18-C21
T23003	MEK protein kinase	Melanoma	黑色素瘤	172	C43
T23003	MEK protein kinase	Non-small-cell lung cancer; Melanoma	非小细胞肺癌；黑色素瘤	"162, 172"	"C33-C34, C43"
T23003	MEK protein kinase	Psoriasis	银屑病	696	L40
T23003	MEK protein kinase	Solid tumours	实体瘤	"140-199, 210-229"	C00-D48
T23036	Staphylococcus aureus Enoyl ACP reductase	Bacterial infections	细菌感染	"001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104"	A00-B99
T23036	Staphylococcus aureus Enoyl ACP reductase	Staphylococcus aureus infection	金黄色葡萄球菌感染		B95.6
T23145	"Cytochrome P450 11A1, mitochondrial"	Cushing's disease; Metastatic breast cancer	库欣病；转移性乳腺癌	"174, 175, 255.0"	"C50, E24"
T23172	Tyrosine-protein kinase JAK3	Autoimmune diabetes	自身免疫性糖尿病		E08-E13
T23172	Tyrosine-protein kinase JAK3	Inflammatory disease	炎性疾病	"140-229, 147, 173, 573.3, 710-719"	"C11, C44, K75.9, M00-M25"
T23172	Tyrosine-protein kinase JAK3	Psoriasis	银屑病	696	L40
T23172	Tyrosine-protein kinase JAK3	Renal transplantation	肾移植	279.5	D89.8
T23172	Tyrosine-protein kinase JAK3	Rheumatoid arthritis	类风湿关节炎	"710-719, 714"	M05-M06
T23212	Monocyte differentiation antigen CD14	Sepsis	败血症	995.91	"A40, A41"
T23292	N-acetylgalactosamine 6 sulfatase	Morquio syndrome	莫尔基奥综合症		E76.2
T23292	N-acetylgalactosamine 6 sulfatase	Mucopolysaccharidosis	黏多糖贮积症		E76
T23343	HIV p24 capsid protein	HIV-1 infection	HIV-1感染	"001-139, 042"	B20-B24
T23347	"Interleukin-1 receptor, type II"	Arthritis	关节炎	710-719	M00-M25
T23347	"Interleukin-1 receptor, type II"	Immune disorder	免疫疾病		D80-D89
T23347	"Interleukin-1 receptor, type II"	Rheumatoid arthritis	类风湿关节炎	"710-719, 714"	M05-M06
T23348	Von Willebrand factor	Thrombocytopenia	血小板减少症	"287.3, 287.4, 287.5"	"D69.6, P61.0"
T23348	Von Willebrand factor	Thrombosis	血栓形成	"437.6, 453, 671.5, 671.9"	I80-I82
T23348	Von Willebrand factor	Von willebrand disease	冯·威勒布兰德病		D68.0
T23355	mRNA of integrin beta 3	Peripheral vascular disease	周边血管疾病	443.9	I73.9
T23389	mRNA of transthyretin	Amyloidosis	淀粉样变性	277.3	E85
T23459	Epstein-Barr virus envelope glycoprotein gp340	Herpes simplex virus infection	单纯疱疹病毒感染	54	B00
T23471	Myeloperoxidase	Chronic obstructive pulmonary disease; Multiple scierosis	慢性阻塞性肺疾病;多发性硬化	"490-492, 494-496, 340"	"J40-J44, J47, G35"
T23471	Myeloperoxidase	Infections disease	感染疾病		A00-B99
T23471	Myeloperoxidase	Inflammatory disease	炎性疾病	"140-229, 147, 173, 573.3, 710-719"	"C11, C44, K75.9, M00-M25"
T23471	Myeloperoxidase	Parkinson's disease	帕金森氏病	332	G20
T23499	Endothelin-1 receptor	Cerebrovascular disorders	脑血管疾病		I60-I69
T23499	Endothelin-1 receptor	Diabetic nephropathy	糖尿病肾病	250.4	E11.21
T23499	Endothelin-1 receptor	Heart disease	心脏病	390-429	I00-I52
T23499	Endothelin-1 receptor	Hormone refractory prostate cancer	激素难治性前列腺癌	"140-229, 185"	C61
T23499	Endothelin-1 receptor	Hormone resistant prostate cancer	激素抵抗性前列腺癌	185	C61
T23499	Endothelin-1 receptor	Hypertension	高血压	401	I10-I16
T23499	Endothelin-1 receptor	Hypotension	低血压	"458, 796.3"	I95
T23499	Endothelin-1 receptor	Nerve injury	神经损伤		T14.4
T23499	Endothelin-1 receptor	Premature labour	早产	"644, 765"	"O60.1, P07.3"
T23499	Endothelin-1 receptor	Prostate cancer	前列腺癌	185	C61
T23499	Endothelin-1 receptor	Pulmonary arterial hypertension	肺动脉高压	416	"I27.0, I27.2"
T23499	Endothelin-1 receptor	Pulmonary hypertension	肺动脉高压	416	"I27.0, I27.2"
T23499	Endothelin-1 receptor	Solid tumours	实体瘤	"140-199, 210-229"	C00-D48
T23499	Endothelin-1 receptor	Unspecified	未指定		
T23499	Endothelin-1 receptor	Vasospasm following subarachnoid hemorrhage	蛛网膜下腔出血后的血管痉挛	"430, 728.85, 852.0, 852.1"	"I60, P10.3, R25.2, S06.6"
T23547	Opioid receptor	Alcohol dependence	酒精依赖		F10
T23547	Opioid receptor	Alcohol use disorders	饮酒障碍	303	F10.2
T23547	Opioid receptor	Analgesia	止痛药	338	"R52, G89"
T23547	Opioid receptor	Anxiety disorder	焦虑症	"300, 311"	"F32, F40-F42"
T23547	Opioid receptor	Cancer pain	癌痛	"140-229, 338,780"	"R52, G89"
T23547	Opioid receptor	Constipation	便秘	564	K59.0
T23547	Opioid receptor	Dry cough; Drug withdrawal syndrome; Ppioid type drug dependence	干咳;戒断综合征；类阿片类药物依赖性		R05
T23547	Opioid receptor	Hepatitis virus infection	肝炎病毒感染	573.3	K75.9
T23547	Opioid receptor	Human immunodeficiency virus infection	人类免疫缺陷病毒感染	279.3	B20-B26
T23547	Opioid receptor	Inflammatory disease	炎性疾病	"140-229, 147, 173, 573.3, 710-719"	"C11, C44, K75.9, M00-M25"
T23547	Opioid receptor	Influenza A infection	甲型流感感染		"J10, J11"
T23547	Opioid receptor	Moderate to severe pain	中度至重度疼痛		"R52, G89"
T23547	Opioid receptor	Neuropathic pain	神经性疼痛	"356.0, 356.8"	"G64, G90.0"
T23547	Opioid receptor	Opioid addication	阿片类药物		F11
